Отметка времени,İşlədiyiniz müəssisənin növü,Elmi tədqiqatın ixtisas sahəsi  ,Vəzifəniz (ştat və ya yarımştat),Neçə ildir elmi rəhbər kimi çalışırsınız?,Hazırda rəhbərlik etdiyiniz doktorantların sayı  ,Çalışdığınız müəssisənin yerləşdiyi region,Elmi rəhbərlik forması, Tələbələrinizlə rəsmi elmi rəhbərlik görüşlərinin tezliyi ,Doktorantura proqramının başlanğıcında gözləntilər sizə aydın olurmu?,Akademik avtoritet kimi çıxış etmək,Tədqiqat metodlarını öyrətmək,Elmi etikaya yüksək səviyyədə riayət olunmasını təmin etmək ,İmtahanlara hazırlanma prosesində iştirak ,Nəşrlərlə bağlı məsləhət və dəstək vermək  ,Doktorantı şəxsi elmi tədqiqat layihələrinə cəlb etmək ,Elmi rəhbər kimi öhdəliklərimi səmərəli şəkildə yerinə yetirmək üçün kifayət qədər vaxtım var,Müəssisə doktorantlara elmi rəhbərlik üçün kifayət qədər inzibati dəstək göstərir ,Çalışdığım müəssisədə elmi rəhbərlər üçün təlim imkanları əlçatandır ,Dissertasiya şurasının prosedurları elmi keyfiyyəti və işin vaxtında tamamlanmasını təmin edir ,Mövcud maliyyələşdirmə mexanizmləri doktoranturanın uğurla tamamlanması üçün kifayətdir,Doktorantlar ümumilikdə dissertasiyanın təqdimatı və müdafiəsi üçün hazırlıqlı olurlar,Doktorantların təhsilini uğurla başa vurmaq üçün tələb olunan kurslarda iştirak etmək imkanları kifayət qədərdirmi?  ,Doktorantlarımın əksəriyyəti təhsillərini gözlənilən müddət ərzində uğurla tamamlaya bilirlər,Doktoranturanın tamamlanmasında yaranan gecikmələrin əksəriyyəti doktorantın özündən asılı olmayan amillərlə bağlıdır ,"Təcrübənizə əsasən, müəssisənizdə doktorantların doktorantura layihəsini tamamlaması üçün tələb olunan orta müddət nə qədərdir? ",Doktorantura proqramlarının icrası doktorantların akademik olmayan mühitdə karyerasının formalaşmasına da xidmət edir,Doktorantlarımla akademiyadan kənarda karyera imkanlarını müzakirə edirəm ,Rəhbərlik etdiyim doktorantlar ümumilikdə akademiyadan kənar məşğulluq üçün yaxşı hazırlaşmış olurlar ,Doktorantlar təhsilləri müddətində tez-tez yüksək stress yaşayırlar ,İnstitusional dəstək elmi rəhbərlərə doktorantların rifahı ilə bağlı məsələləri effektiv şəkildə həll etməyə imkan verir,Elmi rəhbərlər münaqişələrin həlli prosedurları barədə kifayət qədər məlumatlandırılmışdırlar  ,Tədqiqat etikası qaydalarını doktorantlara izah etmək və onları istiqamətləndirmək baxımından özünüzü nə dərəcədə hazır hesab edirsiniz?  ,Doktorantlara tədqiqat metodları üzrə təlim verməyə cavabdeh şəxs sizsinizmi?  ,"Doktorantlara elmi rəhbərlik üçün süni intellekt alətlərindən istifadə edirəm (məsələn, rəy vermə, ədəbiyyat axtarışı, üslubun yoxlanılması) ",Doktorantlarla süni intellekt alətlərindən düzgün istifadə məsələlərini müzakirə edirəm ,Müəssisədə doktorantura tədqiqatı və elmi rəhbərlikdə süni intellekt istifadəsi ilə bağlı aşkar qaydalar mövcuddur ,"Zəhmət olmasa, islahat üçün ən vacib hesab etdiyiniz üç istiqaməti seçin:  ",Doktoranturada elmi rəhbərliyin keyfiyyətini artırmaq üçün hansı dəyişiklik ən böyük təsir göstərə bilər?  ,Doktorantura təhsilinin təkmilləşdirilməsi ilə bağlı əlavə şərh və ya təkliflərinizi qeyd edin   
03.04.2026 11:46:35,Universitet,Economics,Dosent,5,2,Bakı,Individual,Həftədə bir dəfə,Çox aydındır,Vacibdir,Çox vacibdir,Çox vacibdir,Vacibdir,Çox vacibdir,Vacibdir,Raziyam,Raziyam,Raziyam,Heç razı deyiləm,Heç razı deyiləm,Raziyam,Ümumilikdə kifayət deyil,Heç razı deyiləm,Cavab verməkdə çətinlik çəkirəm,4-5 il,Qismən razıyam,Cavab verməkdə çətinlik çəkirəm,Qismən razıyam,Qismən razıyam,Heç razı deyiləm,Raziyam,Çox hazıram,"Bəli, əsasən mən",Qismən razıyam,Raziyam,Cavab verməkdə çətinlik çəkirəm,"Attestasiya və dissertasiya şurası prosedurları, Elmi rəhbərlərin təlimi və peşəkar inkişafı, Rifah və psixi sağlamlıq dəstəyi","Elmi rəhbər nəzəri və metodoloji biliklərlə yanaşı dövlət qurumlarının və özəl sektorun real praktiki problemlərindən də xəbərdar olmalıdır. Bunun üçün isə dövlət-elm-özəl sektor arasında iş birliyi mövcud olmalıdır. Hazırda belə əlaqələr demək olar ki, yoxdur. Nəticədə real problemlərdən uzaq düşən akademik heyətin elmi təsəvvürləri ilə iqtisadi mühitin dəyişmə sürəti arasında çöx böyük boşluq formalaşır. İqtisadiyyatın dövlət və özəl sektorlarında elmi tədqiqatlara tələbatın formalaşmasında da ciddi problemlər mövcuddur. Beləliklə, biz elmin inkişafdan geri qalmasının qapalı dairəsində fəaliyyət göstərmək məcburiyyətində qalırıq.  Qeyd edilənləri nəzərə alaraq elmi rəhbərlərin təyini zamanı aşağıdakı məsələlərin nəzərə alınması faydalı ola bilər:

Elmi rəhbərlərə tələblərin müəyyən edilməsi (elm sahəsinin və elmin tətbiqi sahələrinin spesifikliyi nəzərə alınmaqla) 
Elmi rəhbərlərin doktorantın elmi nəticələrinə görə məsuliyyətinin dəqiq müəyyən edilməsi
","Doktorantura təhsilini tənzimləyən normativ-hüquqi sənədlərin müasir dövrün reallıqlarına uyğunlaşdırılmasına, qəbul prosesi, tədris, müdafiə və yekun attestasiya proseslərinin  mütərəqqi beynəlxaql təcrübəyə uyğunlaşdırılmasına çox ciddi zərurət var. 

Müdafiə proseslərinin inzibati yükünün minimuma endirilməsi və işlərin elmi keyfiyyətinə fokuslanmanın təmin edilməsi ən zəruri məsələlərdəndir.  

Doktorantura təhsilinin yalnız müvafiq akkreditasiyadan keçmiş ali təhsil və elm müəssisələrində təşkili və belə müəssisələrin akkreditasiya mexanizmlərinin hazırlanması 

Doktoranturada qiyabi və əyani təhsilalma formalarının aradan qaldırılması, vahid tədris mühitinin tətbiqi (hazırki qaydalarda qiyabi və əyani təhsilin məzmunu və forması arasında  heç bir fərq olmadığı halda (təhsil müddəti istisna olmaqla) onlar fərqləndirilir) 

Təhsilin bütün mərhələlərində şəffaflığın təmin edilməsi, müdafiə edilmiş dissertasiyaların açıq rəqəmsal kitabxanalarının yaradılması

Bütün doktorantlara ixtisaslarına birbaşa uyğun gələn təşkilatlarda işləyə bilmələri üçün hüquqi baryerlərin aradan qaldırılması (gənc tədqiqatçılara həm əldə etdikləri biliklərin  real problemlərin həllində faydalarını görməsi, həm biliklərin bacarıq və qabiliyyətlərə çevrilməsi, həm də sosial rifahlarının yaxşılaşması üçün çox vacibdir. Dövlət-elm-özəl sektor arasında əlaqələrin yoxluğu fonunda doktorantların ixtisas üzrə əmək fəaliyyəti bəlkə də yeganə körpüdür)  "
03.04.2026 11:49:34,Universitet,Pedagogy,ştat,15,2,Bakı,Individual,Həftədə bir dəfə,Çox aydındır,Vacibdir,Çox vacibdir,Çox vacibdir,Qismən əhəmiyyətlidir,Çox vacibdir,Vacib deyil,Çox razıyam,Raziyam,Raziyam,Raziyam,Qismən razıyam,Raziyam,Qismən kifayətdir,Qismən razıyam,Heç razı deyiləm,4-5 il,Heç razı deyiləm,Raziyam,Raziyam,Heç razı deyiləm,Heç razı deyiləm,Heç razı deyiləm,Çox hazıram,"Bəli, digər şəxslərlə birlikdə (məsələn, kurslar, doktorantura məktəbi, birgə rəhbərlər)",Heç razı deyiləm,Raziyam,Çox razıyam,"Attestasiya və dissertasiya şurası prosedurları, Elmi rəhbərlərin iş yükü və vaxt bölgüsü, Tədqiqat etikası və akademik dürüstlük prosedurları","Doktorantların elmi rəhbərlərin seminarlarında iştiraka cəlb edilməsi.
","Doktorantuada təhsil alanlarla əyani surətdə bir neçə vacib fənlərin, xüsusilə ixtisas və xarici dil fənləri üzrə müəyyən həcmdə məşğələlərin aparılması"
03.04.2026 13:54:13,Elmi-tədqiqat İnstitutu,Medical Geography,şöbə müdiri,10,5,Bakı,Individual,Həftədə bir dəfə,Çox aydındır,Çox vacibdir,Çox vacibdir,Çox vacibdir,Çox vacibdir,Çox vacibdir,Çox vacibdir,Çox razıyam,Çox razıyam,Çox razıyam,Çox razıyam,Çox razıyam,Çox razıyam,Tam kifayətdir,Çox razıyam,Heç razı deyiləm,3-4 il,Qismən razıyam,Qismən razıyam,Heç razı deyiləm,Heç razı deyiləm,Raziyam,Çox razıyam,Çox hazıram,"Bəli, əsasən mən",Heç razı deyiləm,Heç razı deyiləm,Heç razı deyiləm,"Attestasiya və dissertasiya şurası prosedurları, Qaydaların aydınlığı və sabitliyi, Doktorantlar üçün maliyyə dəstəyi","Dəqiqlik, dürüstlük, dəstəy olmaq, düzgün istiqamət göstərmək",Elmin keyfiyyətini yüksəltmək istiqamətində işlərin aparılması
03.04.2026 13:58:32,Universitet,Humanities,professor,2,1,Bakı,Individual,Ayda bir dəfə,Çox aydındır,Qismən əhəmiyyətlidir,Vacibdir,Çox vacibdir,Vacibdir,Çox vacibdir,Vacibdir,Raziyam,Raziyam,Raziyam,Raziyam,Raziyam,Raziyam,Qismən kifayətdir,Qismən razıyam,Qismən razıyam,3-4 il,Raziyam,Cavab verməkdə çətinlik çəkirəm,Qismən razıyam,Cavab verməkdə çətinlik çəkirəm,Heç razı deyiləm,Cavab verməkdə çətinlik çəkirəm,Çox hazıram,"Bəli, əsasən mən",Qismən razıyam,Qismən razıyam,Qismən razıyam,"Attestasiya və dissertasiya şurası prosedurları, Elmi rəhbərlərin iş yükü və vaxt bölgüsü, Doktorantlar üçün maliyyə dəstəyi",elmi yeniliklər,müasir yeniliklər
03.04.2026 14:24:23,Universitet,Microbiology,Professor,10,2,Bakı,Individual,3 ayda bir dəfə,Qismən aydındır,Vacibdir,Vacibdir,Vacibdir,Vacibdir,Çox vacibdir,Vacibdir,Cavab verməkdə çətinlik çəkirəm,Qismən razıyam,Qismən razıyam,Qismən razıyam,Heç razı deyiləm,Raziyam,Qismən kifayətdir,Cavab verməkdə çətinlik çəkirəm,Qismən razıyam,3-4 il,Qismən razıyam,Raziyam,Raziyam,Qismən razıyam,Heç razı deyiləm,Heç razı deyiləm,Çox hazıram,"Bəli, əsasən mən",Qismən razıyam,Heç razı deyiləm,Cavab verməkdə çətinlik çəkirəm,"Qaydaların aydınlığı və sabitliyi, Elmi rəhbərlərin iş yükü və vaxt bölgüsü, Doktorantlar üçün maliyyə dəstəyi",Maddi və təhcizat dəstəyiGeniş laborator," Geniş laborator imkan, maddi dəstək , həm rəhbərlərə , həmdə doktorantlara, elmi işcilərə hörmət və doktoranturadan sonra , layıglı, ixtisasa uygun, iş yerləri"
03.04.2026 14:30:54,Universitet,Finance,dosent,6,3,Bakı,Individual,Ayda bir dəfə,Çox aydındır,Qismən əhəmiyyətlidir,Vacibdir,Vacibdir,Qismən əhəmiyyətlidir,Çox vacibdir,Vacibdir,Qismən razıyam,Raziyam,Raziyam,Cavab verməkdə çətinlik çəkirəm,Cavab verməkdə çətinlik çəkirəm,Qismən razıyam,Qismən kifayətdir,Qismən razıyam,Qismən razıyam,3-4 il,Qismən razıyam,Heç razı deyiləm,Raziyam,Raziyam,Qismən razıyam,Qismən razıyam,Cavab verməkdə çətinlik çəkirəm,"Xeyr, bu əsasən formal kurslar və ya digər bölmələr tərəfindən təmin olunur",Qismən razıyam,Cavab verməkdə çətinlik çəkirəm,Heç razı deyiləm,"Elmi rəhbərlərin iş yükü və vaxt bölgüsü, Doktorantura tədqiqatında süni intellektin istifadəsi və qaydaların tənzimlənməsi, Doktorantlar üçün maliyyə dəstəyi",,
03.04.2026 14:37:36,Hər ikisi,Soil Science and Agrochemistry,aparici elmi işçi,10,5,Bakı,Joint ,Həftədə bir dəfə,Çox aydındır,Qismən əhəmiyyətlidir,Qismən əhəmiyyətlidir,Vacibdir,Vacibdir,Vacibdir,Vacibdir,Raziyam,Cavab verməkdə çətinlik çəkirəm,Raziyam,Raziyam,Qismən razıyam,Qismən razıyam,Əsasən kifayət deyil,Raziyam,Raziyam,3-4 il,Qismən razıyam,Cavab verməkdə çətinlik çəkirəm,Raziyam,Cavab verməkdə çətinlik çəkirəm,Qismən razıyam,Qismən razıyam,Çox hazıram,"Xeyr, bu əsasən formal kurslar və ya digər bölmələr tərəfindən təmin olunur",Cavab verməkdə çətinlik çəkirəm,Cavab verməkdə çətinlik çəkirəm,Cavab verməkdə çətinlik çəkirəm,Attestasiya və dissertasiya şurası prosedurları,00,00
04.04.2026 18:39:55,Universitet,Economics,"Professor, Ştat",5,1,Bakı,Individual,Həftədə bir dəfə,Çox aydındır,Çox vacibdir,Çox vacibdir,Çox vacibdir,Çox vacibdir,Çox vacibdir,Vacibdir,Raziyam,Çox razıyam,Raziyam,Raziyam,Raziyam,Raziyam,Ümumilikdə kifayət deyil,Raziyam,Raziyam,3-4 il,Raziyam,Raziyam,Raziyam,Qismən razıyam,Raziyam,Raziyam,Çox hazıram,"Xeyr, bu əsasən formal kurslar və ya digər bölmələr tərəfindən təmin olunur",Qismən razıyam,Qismən razıyam,Raziyam,"Attestasiya və dissertasiya şurası prosedurları, Qaydaların aydınlığı və sabitliyi, Doktorantlar üçün maliyyə dəstəyi",,
05.04.2026 14:48:00,"Universitetdə professor (30 il), AMEA da  institut direktoru (10 il)","Ecology (Land Reclamation, Groundwater Use, Melioration, etc.)","2026 cı iləqədər (Universitetdə professor (30 il), AMEA da  institut direktoru (10 il)",20,5,Qarabağ,Joint ,Həftədə bir dəfə,Qismən aydındır,Çox vacibdir,Çox vacibdir,Çox vacibdir,Vacib deyil,Çox vacibdir,Qismən əhəmiyyətlidir,Cavab verməkdə çətinlik çəkirəm,Heç razı deyiləm,Cavab verməkdə çətinlik çəkirəm,Heç razı deyiləm,Heç razı deyiləm,Cavab verməkdə çətinlik çəkirəm,Əsasən kifayət deyil,Cavab verməkdə çətinlik çəkirəm,Qismən razıyam,3-4 il,Cavab verməkdə çətinlik çəkirəm,Qismən razıyam,Qismən razıyam,Raziyam,Heç razı deyiləm,Heç razı deyiləm,Çox hazıram,"Bəli, əsasən mən",Qismən razıyam,Qismən razıyam,Heç razı deyiləm,"Elmi rəhbərlik üçün institusional dəstək, Tədqiqat etikası və akademik dürüstlük prosedurları, Doktorantura tədqiqatında süni intellektin istifadəsi və qaydaların tənzimlənməsi","Bu məsələ şəraitlə əlaqədar müzakirə olunmalıdır.Baxır mövzuya, doktoranrın hazırlığına və şəraitə.","İxtisasdan kənar fənlərin azaldılması, inkişaf etmiş müəssisə və təşkilatlarla əlaqə"
05.04.2026 15:47:29,Elmi-tədqiqat İnstitutu,History,şöbə müdiri,30,7,Bakı,Joint ,3 ayda bir dəfə,Çox aydındır,Vacibdir,Vacibdir,Vacibdir,Vacib deyil,Vacibdir,Qismən əhəmiyyətlidir,Raziyam,Raziyam,Cavab verməkdə çətinlik çəkirəm,Raziyam,Qismən razıyam,Qismən razıyam,Qismən kifayətdir,Heç razı deyiləm,Cavab verməkdə çətinlik çəkirəm,3-4 il,Cavab verməkdə çətinlik çəkirəm,Cavab verməkdə çətinlik çəkirəm,Raziyam,Cavab verməkdə çətinlik çəkirəm,Cavab verməkdə çətinlik çəkirəm,Cavab verməkdə çətinlik çəkirəm,Çox hazıram,"Bəli, digər şəxslərlə birlikdə (məsələn, kurslar, doktorantura məktəbi, birgə rəhbərlər)",Cavab verməkdə çətinlik çəkirəm,Cavab verməkdə çətinlik çəkirəm,Cavab verməkdə çətinlik çəkirəm,"Qaydaların aydınlığı və sabitliyi, Elmi rəhbərlik üçün institusional dəstək, Tədqiqat etikası və akademik dürüstlük prosedurları",,
05.04.2026 18:46:38,Universitet,Organization of Production,Professor ,20,3,Bakı,Individual,Ayda bir dəfə,Çox aydındır,Qismən əhəmiyyətlidir,Çox vacibdir,Çox vacibdir,Çox vacibdir,Çox vacibdir,Çox vacibdir,Qismən razıyam,Raziyam,Qismən razıyam,Qismən razıyam,Heç razı deyiləm,Qismən razıyam,Ümumilikdə kifayət deyil,Qismən razıyam,Qismən razıyam,3-4 il,Qismən razıyam,Qismən razıyam,Qismən razıyam,Raziyam,Qismən razıyam,Raziyam,Qismən hazıram,"Bəli, əsasən mən",Heç razı deyiləm,Heç razı deyiləm,Qismən razıyam,"Elmi rəhbərlik üçün institusional dəstək, Tədqiqat etikası və akademik dürüstlük prosedurları, Doktorantlar üçün maliyyə dəstəyi",,
05.04.2026 22:39:10,Universitet,,Ştat,7,3,Bakı,Individual,Ayda bir dəfə,Çox aydındır,Qismən əhəmiyyətlidir,Vacibdir,,Qismən əhəmiyyətlidir,,Qismən əhəmiyyətlidir,Raziyam,Raziyam,,Qismən razıyam,Qismən razıyam,,Qismən kifayətdir,,Qismən razıyam,,Qismən razıyam,,Qismən razıyam,,Qismən razıyam,Qismən razıyam,Çox hazıram,"Bəli, əsasən mən",Qismən razıyam,,Qismən razıyam,"Qaydaların aydınlığı və sabitliyi, Elmi rəhbərlərin iş yükü və vaxt bölgüsü, Tədqiqat etikası və akademik dürüstlük prosedurları",maddi və mənəvi rəğbətləndirmə,Müasir və aktual tədqiqatlara istiqamətləndirmək
06.04.2026 12:08:32,Elmi-tədqiqat İnstitutu,Information Technologies,baş lmi işçi,18,4,Bakı,Individual,Ayda bir dəfə,Qismən aydındır,Qismən əhəmiyyətlidir,Vacibdir,Vacibdir,Az əhəmiyyətlidir,Vacibdir,Qismən əhəmiyyətlidir,Qismən razıyam,Raziyam,Cavab verməkdə çətinlik çəkirəm,Qismən razıyam,Heç razı deyiləm,Qismən razıyam,Əsasən kifayət deyil,Heç razı deyiləm,Heç razı deyiləm,4-5 il,Cavab verməkdə çətinlik çəkirəm,Heç razı deyiləm,Cavab verməkdə çətinlik çəkirəm,Cavab verməkdə çətinlik çəkirəm,Cavab verməkdə çətinlik çəkirəm,Heç razı deyiləm,Qismən hazıram,"Bəli, digər şəxslərlə birlikdə (məsələn, kurslar, doktorantura məktəbi, birgə rəhbərlər)",Cavab verməkdə çətinlik çəkirəm,Qismən razıyam,Cavab verməkdə çətinlik çəkirəm,"Qaydaların aydınlığı və sabitliyi, Elmi rəhbərlərin iş yükü və vaxt bölgüsü, Elmi rəhbərlik üçün institusional dəstək","Elmi rəhbərliyin keyfiyyəti doktorantın fəaliyyətinin keyfiyyətindən, məhsuldarlığından və təşəbbüskarlığından asılıdır. Bunun üçün  doktorantın elmi rəhbəri ilə birgə hazırladığı və elmi müəssisə rəhbəri tərəfindən təsdiq edilmiş fəaliyyət qrafiki olmalı və ona əməl olunması ilə bağlı illik (yarımillik, kvartallıq, aylıq və s.) hesabatlılıq prinsipinə əməl olunmalıdır. Bu həm doktorantın fəaliyyətinin, həm də elmi rəhbərin məsuliyyətinin və beləliklə də, elmi rəhbərliyin keyfiyyətinin artmasına təsir göstərər.","Doktorantlar tədqiqatın nəticəsinə maraqlı olmalıdır, bu onlar üçün prioritet məsələ olmalıdır, yoxsa ""boş vaxtım olsun, nəsə yazaram"" prinsipi ilə müdafiə etmək çətin məsələdir. Məncə onlara qarşı inzibatçılığı bir qədər sərtləşdirmək, bəlkə də  ödənişli əsaslarla doktorantura təhsilinə keçmək (xüsusilə, kənar təşkilatlardan olan doktorantlar üçün) səmərə verə bilər. Bir də ki, doktorantın fəaliyyət qrafikində müəyyən vaxt üçün qoyulmuş məsələlərin həllinə vaxtında nail olunmadıqda inzibati tədbirlər nəzərdə tutula bilər (məsələn, aldıqları təqaüddən məhrumetmə, doktoranturadan kənarlaşdırma və s.). "
07.04.2026 4:12:26,Universitet,Economics,dosent,3,2,Bakı,Individual,Ayda bir dəfə,Qismən aydındır,Vacib deyil,Çox vacibdir,Çox vacibdir,Vacibdir,Çox vacibdir,Vacibdir,Raziyam,Raziyam,Raziyam,Raziyam,Cavab verməkdə çətinlik çəkirəm,Raziyam,Əsasən kifayət deyil,Raziyam,Cavab verməkdə çətinlik çəkirəm,3-4 il,Raziyam,Cavab verməkdə çətinlik çəkirəm,Cavab verməkdə çətinlik çəkirəm,Qismən razıyam,Heç razı deyiləm,Raziyam,Çox hazıram,"Bəli, əsasən mən",Qismən razıyam,Raziyam,Heç razı deyiləm,"Attestasiya və dissertasiya şurası prosedurları, Elmi rəhbərlik üçün institusional dəstək, Doktorantlar üçün maliyyə dəstəyi",elmi rehberlerin düzgün seçilmesi,"tedqiqata meylli telebelerin nezaretde saxlanilmasi,doktoranturaya qeder onların telim ve tedbirlere celb edilmesi"
07.04.2026 13:33:56,Universitet,Geography and Ecology,Bas muellim,7,1,Bakı,Individual,Ayda bir dəfə,Çox aydındır,Vacibdir,Vacibdir,Vacibdir,Vacibdir,Çox vacibdir,Çox vacibdir,Raziyam,Cavab verməkdə çətinlik çəkirəm,Cavab verməkdə çətinlik çəkirəm,Raziyam,Qismən razıyam,Qismən razıyam,Qismən kifayətdir,Qismən razıyam,Raziyam,4-5 il,Cavab verməkdə çətinlik çəkirəm,Raziyam,Raziyam,Raziyam,Cavab verməkdə çətinlik çəkirəm,Raziyam,Qismən hazıram,"Bəli, əsasən mən",Qismən razıyam,Qismən razıyam,Qismən razıyam,"İnzibati səmərəlilik və müddətlər, Elmi rəhbərlərin iş yükü və vaxt bölgüsü, Tədqiqat etikası və akademik dürüstlük prosedurları, Doktorantlar üçün maliyyə dəstəyi, Münaqişələrin həlli mexanizmləri",,
07.04.2026 15:06:08,Hər ikisi,Econometrics,tamştat,12,2,Bakı,Individual,,Qismən aydındır,Vacib deyil,Vacibdir,Çox vacibdir,Az əhəmiyyətlidir,Qismən əhəmiyyətlidir,Vacib deyil,Raziyam,Raziyam,Cavab verməkdə çətinlik çəkirəm,Qismən razıyam,Heç razı deyiləm,Qismən razıyam,Ümumilikdə kifayət deyil,Qismən razıyam,Raziyam,4-5 il,Heç razı deyiləm,Heç razı deyiləm,Qismən razıyam,Qismən razıyam,Heç razı deyiləm,Heç razı deyiləm,Çox hazıram,Tətbiq olunmur,Heç razı deyiləm,Heç razı deyiləm,Heç razı deyiləm,"Attestasiya və dissertasiya şurası prosedurları, Qaydaların aydınlığı və sabitliyi, Elmi rəhbərlərin iş yükü və vaxt bölgüsü, Elmi rəhbərlik üçün institusional dəstək, Tədqiqat etikası və akademik dürüstlük prosedurları, Doktorantlar üçün maliyyə dəstəyi, Rifah və psixi sağlamlıq dəstəyi",rəhbərliyin ictimai əsaslarla təminat vasitəsindən çixarılması,ümumiyətlə döktorantura üçün tədris və ya təlim  proqramı varmı? təşkilatların öz təşəbbüsündən başqa 
07.04.2026 22:30:26,Hər ikisi,History,elmi-tədqiqat institutunda tam ştat və  universitetdə yarımştat,1,1,Bakı,Individual,Həftədə bir dəfə,Çox aydındır,Vacibdir,Çox vacibdir,Çox vacibdir,Vacibdir,Çox vacibdir,Qismən əhəmiyyətlidir,Qismən razıyam,Raziyam,Raziyam,Qismən razıyam,Heç razı deyiləm,Qismən razıyam,Qismən kifayətdir,Heç razı deyiləm,Qismən razıyam,5-6 il,Raziyam,Qismən razıyam,Qismən razıyam,Heç razı deyiləm,Heç razı deyiləm,Qismən razıyam,Çox hazıram,"Bəli, əsasən mən",Qismən razıyam,Raziyam,Qismən razıyam,"Attestasiya və dissertasiya şurası prosedurları, Elmi rəhbərlərin iş yükü və vaxt bölgüsü, Doktorantlar üçün maliyyə dəstəyi","1. Elmi rəhbər, dissertasiya şurası üzvlüyü, seminar üzvlüyü üçün əlavə ödəmələrin verilməsi. 2. Elmi rəhbərlər və doktorantlar üçün xüsusi təlim-tədris proqramlarının təşkili. ","1. Doktorantura təhsilinin universitetlərdən alınıb elmi-tədqiqat institutlarına verilməsi. 2. Magistrantura və doktorantura təhsili müstəvisində universitetlər və elmi-tədqiqat institutları arasında qarşılıqlı əlaqələrin, nəzarətin, hesabatlılığın artırılması. Elmi-tədqiqat institutlarının elmi kadrların hazırlanmasında rolu artırılmalıdır, ali təhsil müəssisələri bakalavr təhsilinə olduğu kimi magistr və doktorantura təhsilinə də yalnız büdcə maraqları müstəvisində baxırlar."
09.04.2026 10:08:29,Universitet,Pedagogy,Dosent,10,2,Bakı,Individual,Ayda bir dəfə,Çox aydındır,Az əhəmiyyətlidir,Çox vacibdir,Vacibdir,Vacibdir,Vacibdir,Qismən əhəmiyyətlidir,Raziyam,Qismən razıyam,Raziyam,Heç razı deyiləm,Heç razı deyiləm,Qismən razıyam,Ümumilikdə kifayət deyil,Heç razı deyiləm,Qismən razıyam,3-4 il,Qismən razıyam,Qismən razıyam,Qismən razıyam,Cavab verməkdə çətinlik çəkirəm,Qismən razıyam,Heç razı deyiləm,Cavab verməkdə çətinlik çəkirəm,"Bəli, əsasən mən",Qismən razıyam,Cavab verməkdə çətinlik çəkirəm,Heç razı deyiləm,"Attestasiya və dissertasiya şurası prosedurları, İnzibati səmərəlilik və müddətlər, Elmi rəhbərlərin iş yükü və vaxt bölgüsü",Şuraların işi (problem budur).,AAK ı. təkmilləşdirin.
09.04.2026 14:49:40,Universitet,Economics,ştat,2,2,Bakı,Individual,Ayda bir dəfə,Qismən aydındır,Qismən əhəmiyyətlidir,Vacibdir,Vacibdir,Vacibdir,Vacibdir,Vacibdir,Raziyam,Raziyam,Qismən razıyam,Raziyam,Raziyam,Raziyam,Qismən kifayətdir,Raziyam,Qismən razıyam,3-4 il,Raziyam,Heç razı deyiləm,Qismən razıyam,Heç razı deyiləm,Raziyam,Raziyam,Qismən hazıram,"Bəli, əsasən mən",Qismən razıyam,Raziyam,Cavab verməkdə çətinlik çəkirəm,"Attestasiya və dissertasiya şurası prosedurları, İnzibati səmərəlilik və müddətlər, Qaydaların aydınlığı və sabitliyi",-,-
09.04.2026 17:37:48,Elmi-tədqiqat İnstitutu,Organic Chemistry,laboratoriya müdiri,10,5,Bakı,Joint ,Həftədə bir dəfə,Qismən aydındır,Vacib deyil,Çox vacibdir,Çox vacibdir,Vacibdir,Çox vacibdir,Vacibdir,Raziyam,Raziyam,Qismən razıyam,Qismən razıyam,Heç razı deyiləm,Qismən razıyam,Əsasən kifayət deyil,Heç razı deyiləm,Qismən razıyam,5-6 il,Qismən razıyam,Raziyam,Raziyam,Raziyam,Raziyam,Qismən razıyam,Çox hazıram,"Bəli, digər şəxslərlə birlikdə (məsələn, kurslar, doktorantura məktəbi, birgə rəhbərlər)",Qismən razıyam,Raziyam,Raziyam,"Elmi rəhbərlərin təlimi və peşəkar inkişafı, Tədqiqat etikası və akademik dürüstlük prosedurları, Doktorantlar üçün maliyyə dəstəyi","Elmi rəhbərlərə doktorant hazırlığı üçün nəzərəçarpacaq vəsait ayrılmalıdır ki, o doktoranta daha çox vaxt ayıra bilsin. ","Doktorantlara ixtisas fənninin kurs şəklində tədrisi aparılmalı, kursu başa vurduqdan sonra imtahan verməli və tədqiqat aparmaq mərhələsinə icazə verilməlidir. Tədris müddətində hər bir doktorant xarici təcrübəkeçməyə göndərilməli, onun akademik tədqiqatla bağlı beynəlxalq səviyyəli baxışları, təsəvvürləri formalaşsın. Doktoranta tədqiqat müəssisisəsində işlə təmin olunmalıdır ki, oraya tam bağlansın və akademik karyerasını davam etdirə bilsin"
